post_id,platform,content_type,topic,language,region,post_datetime,hashtags,views,likes,comments,shares,engagement_rate,sentiment_score,is_viral
SM_101585,YouTube Shorts,image,Education,fr,US,2024-08-14 00:00:00,#viral #music #trending #tech,2744651,211127,11819,99341,0.1174,-0.791,1
SM_101586,TikTok,image,Politics,ur,Pakistan,2024-01-12 00:00:00,#trending #viral,1622208,57936,7440,67085,0.0817,-0.084,0
SM_101587,X,text,Politics,fr,UK,2024-08-23 00:00:00,#ai #tech #trending,4441692,261276,3412,98944,0.0819,-0.996,1
SM_101588,TikTok,carousel,Sports,fr,India,2024-08-26 00:00:00,#trending #ai #fyp #music,4189801,380891,25097,75646,0.115,-0.652,1
SM_101589,Instagram,text,Technology,ur,Brazil,2024-06-16 00:00:00,#music #tech #viral #trending #funny,159630,26605,36718,54388,0.7374,-0.111,0
SM_101590,X,image,Sports,es,Brazil,2024-07-31 00:00:00,#tech #news #trending #funny #ai,4895638,445058,40527,81133,0.1158,-0.407,1
SM_101591,Instagram,carousel,Entertainment,ur,India,2024-09-14 00:00:00,#ai #tech #viral #fyp #trending,8679384,361641,3885,43455,0.0471,-0.354,1
SM_101592,TikTok,image,Education,hi,Brazil,2024-05-07 00:00:00,#tech #viral #news,2410727,219157,14804,60103,0.122,0.855,1
SM_101593,YouTube Shorts,video,Education,es,Brazil,2024-06-09 00:00:00,#trending #music,3054618,113134,43338,40829,0.0646,-0.788,1
SM_101594,X,image,Entertainment,es,Brazil,2024-08-31 00:00:00,#news #trending #music,4356312,181513,19078,14550,0.0494,-0.772,1
SM_101595,YouTube Shorts,carousel,Entertainment,ur,UK,2024-06-21 00:00:00,#fyp #news #funny,4219479,468831,20321,26184,0.1221,0.53,1
SM_101596,YouTube Shorts,text,Entertainment,hi,Pakistan,2024-05-02 00:00:00,#ai #viral #funny,4462796,234884,20250,46706,0.0676,-0.496,1
SM_101597,TikTok,video,Politics,es,US,2024-09-20 00:00:00,#ai #news #tech,1711725,68469,5290,9590,0.0487,0.732,0
SM_101598,X,video,Sports,en,US,2024-03-07 00:00:00,#ai #fyp #funny #trending,3343202,175958,29155,76426,0.0842,-0.733,1
SM_101599,TikTok,image,Technology,en,Pakistan,2024-03-07 00:00:00,#fyp #funny,2471775,494355,46384,90199,0.2553,-0.794,1
SM_101600,X,video,Entertainment,es,Pakistan,2024-04-10 00:00:00,#news #funny,1913526,318921,32935,73314,0.2222,0.056,0
SM_101601,TikTok,image,Education,fr,UK,2024-05-10 00:00:00,#tech #trending,3785580,420620,36308,96059,0.1461,0.299,1
SM_101602,YouTube Shorts,carousel,Education,en,India,2024-09-02 00:00:00,#fyp #tech #music #ai,5819032,342296,19096,73496,0.0747,-0.901,1
SM_101603,Instagram,video,Education,es,UK,2024-09-04 00:00:00,#ai #music #trending #news #tech,1415390,141539,46510,33333,0.1564,-0.227,0
SM_101604,Instagram,carousel,Entertainment,ur,US,2024-10-26 00:00:00,#fyp #music #funny #viral #trending,7958701,418879,39654,36405,0.0622,-0.092,1
SM_101605,TikTok,carousel,Politics,ur,UK,2024-08-25 00:00:00,#trending #music,4649710,178835,355,83849,0.0566,0.278,1
SM_101606,TikTok,carousel,Technology,es,India,2024-03-06 00:00:00,#music #tech #trending #ai,589722,84246,23595,94980,0.3439,0.578,0
SM_101607,Instagram,image,Entertainment,es,UK,2024-11-03 00:00:00,#ai #music #trending #funny,2355840,471168,35192,65035,0.2425,0.996,1
SM_101608,Instagram,text,Politics,en,India,2024-12-17 00:00:00,#trending #ai #music,420090,38190,11237,59413,0.2591,0.949,0
SM_101609,TikTok,text,Entertainment,hi,Brazil,2024-06-19 00:00:00,#fyp #news,1031295,68753,36934,48292,0.1493,0.362,0
SM_101610,YouTube Shorts,video,Sports,ur,UK,2024-11-09 00:00:00,#fyp #music #ai #tech,1564178,223454,14021,25023,0.1678,0.078,0
SM_101611,YouTube Shorts,text,Sports,en,US,2024-07-20 00:00:00,#ai #trending #viral #news,5706225,380415,35717,61721,0.0837,-0.122,1
SM_101612,X,text,Politics,en,Pakistan,2024-05-04 00:00:00,#funny #news #ai,798948,133158,10947,82995,0.2842,0.653,0
SM_101613,YouTube Shorts,text,Technology,hi,India,2024-01-31 00:00:00,#ai #viral,3212487,356943,35780,99274,0.1532,0.717,1
SM_101614,Instagram,image,Lifestyle,es,US,2024-07-02 00:00:00,#news #fyp,1853362,132383,234,48543,0.0977,-0.45,0
SM_101615,YouTube Shorts,carousel,Education,hi,Brazil,2024-01-30 00:00:00,#fyp #trending,1005459,47879,16890,92245,0.1562,-0.324,0
SM_101616,TikTok,image,Education,en,India,2024-01-10 00:00:00,#news #tech #fyp,2240235,248915,49543,99274,0.1775,-0.289,1
SM_101617,YouTube Shorts,video,Politics,fr,US,2024-09-15 00:00:00,#news #trending #viral #ai,714560,71456,14297,3053,0.1243,-0.386,0
SM_101618,Instagram,video,Sports,fr,UK,2024-06-24 00:00:00,#funny #news,7142727,375933,42572,15621,0.0608,0.311,1
SM_101619,YouTube Shorts,video,Sports,hi,India,2024-07-03 00:00:00,#ai #funny #music,229728,9572,3732,57603,0.3087,0.431,0
SM_101620,X,video,Sports,fr,Pakistan,2024-10-24 00:00:00,#trending #news,1786320,66160,9084,8400,0.0468,-0.012,0
SM_101621,X,carousel,Sports,ur,US,2024-07-02 00:00:00,#fyp #news #music #viral #ai,3849330,384933,16826,43163,0.1156,0.002,1
SM_101622,X,text,Technology,fr,US,2024-05-07 00:00:00,#viral #funny #fyp #trending,514386,28577,24575,86374,0.2712,0.875,0
SM_101623,TikTok,image,Technology,ur,Brazil,2024-03-04 00:00:00,#tech #ai,116275,4651,2828,54881,0.5363,0.343,0
SM_101624,TikTok,text,Lifestyle,es,Brazil,2024-11-16 00:00:00,#funny #viral #fyp #music,3970191,172617,47641,73928,0.0741,0.262,1
SM_101625,Instagram,image,Sports,fr,Brazil,2024-07-09 00:00:00,#news #funny #ai #music #tech,8427840,351160,42436,94456,0.0579,0.028,1
SM_101626,Instagram,carousel,Entertainment,ur,Brazil,2024-04-21 00:00:00,#viral #tech #music #trending #news,5089645,175505,43043,58866,0.0545,0.054,1
SM_101627,Instagram,image,Technology,ur,UK,2024-11-09 00:00:00,#viral #fyp #news #tech,1593592,61292,48738,25994,0.0854,-0.627,0
SM_101628,TikTok,carousel,Politics,en,US,2024-11-02 00:00:00,#fyp #music #ai #tech #viral,13034736,482768,41513,49991,0.0441,-0.207,1
SM_101629,X,video,Technology,ur,UK,2024-09-03 00:00:00,#music #viral #ai #news,8832384,490688,37482,70310,0.0678,0.997,1
SM_101630,YouTube Shorts,text,Lifestyle,hi,US,2024-01-13 00:00:00,#fyp #music,12374544,441948,21581,3321,0.0377,0.933,1
SM_101631,X,text,Education,hi,Brazil,2024-10-03 00:00:00,#trending #music,3362304,280192,38831,89052,0.1214,0.483,1
SM_101632,YouTube Shorts,carousel,Lifestyle,hi,US,2024-04-23 00:00:00,#funny #news #viral #fyp,3605168,257512,6702,44679,0.0857,-0.295,1
SM_101633,Instagram,carousel,Entertainment,en,US,2024-02-28 00:00:00,#viral #music #funny,297204,49534,1086,20270,0.2385,0.352,0
SM_101634,TikTok,carousel,Sports,fr,India,2024-07-06 00:00:00,#fyp #ai #funny #music,4787664,341976,42117,81495,0.0972,0.026,1
SM_101635,X,video,Entertainment,en,US,2024-05-30 00:00:00,#news #fyp #tech,1687000,168700,13441,65603,0.1469,0.158,0
SM_101636,YouTube Shorts,text,Sports,es,US,2024-04-01 00:00:00,#tech #music #viral #news #funny,4441608,164504,25406,78930,0.0605,0.618,1
SM_101637,X,text,Technology,ur,India,2024-06-30 00:00:00,#ai #funny,4829363,439033,33577,27028,0.1035,0.901,1
SM_101638,X,image,Technology,en,Pakistan,2024-10-16 00:00:00,#funny #music #viral,1060227,50487,23109,12225,0.0809,-0.136,0
SM_101639,TikTok,video,Education,hi,India,2024-11-15 00:00:00,#viral #fyp #funny #trending #music,2958072,227544,29304,78573,0.1134,-0.667,1
SM_101640,TikTok,text,Education,es,Pakistan,2024-05-27 00:00:00,#music #viral #trending #fyp,7458780,266385,23355,75083,0.0489,-0.529,1
SM_101641,X,carousel,Technology,fr,Pakistan,2024-09-22 00:00:00,#music #ai #tech,13004964,464463,40862,59841,0.0435,-0.712,1
SM_101642,Instagram,text,Politics,hi,Pakistan,2024-10-18 00:00:00,#fyp #funny #news #music #trending,5644920,282246,39456,99812,0.0747,-0.584,1
SM_101643,X,carousel,Politics,ur,UK,2024-02-05 00:00:00,#news #viral #trending,6487052,249502,34773,96499,0.0587,0.79,1
SM_101644,YouTube Shorts,text,Education,en,Brazil,2024-07-16 00:00:00,#music #trending #viral,4936110,329074,15101,36834,0.0772,0.665,1
SM_101645,TikTok,text,Sports,en,Pakistan,2024-10-27 00:00:00,#funny #viral #news #trending #ai,431578,61654,17711,22341,0.2357,-0.669,0
SM_101646,X,text,Sports,ur,US,2024-06-23 00:00:00,#fyp #funny,246148,17582,9323,41257,0.2769,-0.889,0
SM_101647,Instagram,image,Sports,ur,Brazil,2024-06-12 00:00:00,#ai #news #fyp,795942,113706,14655,46119,0.2192,-0.482,0
SM_101648,YouTube Shorts,video,Politics,en,US,2024-08-22 00:00:00,#music #viral #trending #fyp,3263796,362644,11806,51361,0.1305,0.895,1
SM_101649,TikTok,carousel,Sports,fr,India,2024-04-22 00:00:00,#news #fyp #trending,2603095,236645,13293,22399,0.1046,-0.554,1
SM_101650,YouTube Shorts,image,Education,fr,Brazil,2024-04-15 00:00:00,#ai #trending #music #tech,494520,61815,10742,65141,0.2784,-0.62,0
SM_101651,X,text,Education,ur,India,2024-08-11 00:00:00,#news #fyp,354256,50608,19648,38968,0.3083,-0.393,0
SM_101652,YouTube Shorts,video,Entertainment,ur,US,2024-08-22 00:00:00,#news #tech #funny #ai,9546380,477319,34813,67289,0.0607,-0.154,1
SM_101653,TikTok,carousel,Sports,es,Brazil,2024-11-05 00:00:00,#music #funny,5156008,198308,46724,86323,0.0643,-0.095,1
SM_101654,X,image,Sports,hi,UK,2024-09-22 00:00:00,#viral #music #funny #news,30800,1232,38264,96613,4.4191,0.09,0
SM_101655,X,image,Sports,fr,Pakistan,2024-12-04 00:00:00,#funny #ai #trending #news,12138575,485543,43304,10932,0.0445,-0.67,1
SM_101656,Instagram,image,Sports,hi,Brazil,2024-10-24 00:00:00,#funny #ai #tech #music,2663730,443955,37782,58902,0.203,0.354,1
SM_101657,YouTube Shorts,text,Technology,hi,UK,2024-12-14 00:00:00,#tech #news #fyp,4406233,231907,24368,46695,0.0688,-0.468,1
SM_101658,Instagram,carousel,Sports,fr,India,2024-08-03 00:00:00,#trending #music #tech #viral #funny,5954445,283545,8798,1621,0.0494,0.782,1
SM_101659,YouTube Shorts,carousel,Lifestyle,fr,UK,2024-10-23 00:00:00,#fyp #news #funny,3036708,168706,37965,39391,0.081,-0.317,1
SM_101660,X,image,Entertainment,fr,Brazil,2024-11-19 00:00:00,#news #trending #funny,5724954,318053,22264,20656,0.0631,-0.066,1
SM_101661,X,video,Technology,ur,Pakistan,2024-04-04 00:00:00,#fyp #ai #music #trending #funny,4955500,450500,21607,85946,0.1126,-0.736,1
SM_101662,TikTok,image,Education,hi,Brazil,2024-02-23 00:00:00,#ai #trending #news,7890426,343062,10200,1538,0.045,-0.553,1
SM_101663,YouTube Shorts,image,Politics,ur,India,2024-03-16 00:00:00,#fyp #news,1418992,177374,40169,89744,0.2166,0.261,0
SM_101664,TikTok,video,Technology,ur,India,2024-08-30 00:00:00,#funny #tech #trending,6119072,382442,24850,89847,0.0812,-0.379,1
SM_101665,Instagram,image,Sports,hi,Pakistan,2024-07-01 00:00:00,#news #trending #funny #ai #music,2686936,191924,8702,83050,0.1056,0.881,1
SM_101666,YouTube Shorts,carousel,Education,fr,UK,2024-10-20 00:00:00,#fyp #ai #tech #viral #music,4222088,324776,13105,57706,0.0937,0.248,1
SM_101667,TikTok,text,Lifestyle,fr,India,2024-08-03 00:00:00,#music #news #ai #tech #funny,4314011,331847,36968,59026,0.0992,-0.457,1
SM_101668,YouTube Shorts,video,Sports,fr,Brazil,2024-10-19 00:00:00,#news #music #tech,5022336,173184,40054,68046,0.056,-0.486,1
SM_101669,YouTube Shorts,carousel,Lifestyle,ur,Brazil,2024-10-24 00:00:00,#fyp #funny #ai #music,2270785,119515,49838,63645,0.1026,-0.249,1
SM_101670,X,video,Education,fr,Brazil,2024-05-31 00:00:00,#music #fyp #ai #tech #funny,4003545,190645,45814,38329,0.0686,0.646,1
SM_101671,TikTok,text,Education,fr,India,2024-04-28 00:00:00,#viral #fyp #music #news,4540821,197427,79,26499,0.0493,0.737,1
SM_101672,YouTube Shorts,image,Sports,hi,Brazil,2024-09-17 00:00:00,#music #ai #viral #fyp #funny,644406,46029,34922,26029,0.166,0.819,0
SM_101673,YouTube Shorts,video,Sports,en,Brazil,2024-01-25 00:00:00,#viral #music #fyp,12304410,424290,23102,93145,0.0439,-0.577,1
SM_101674,Instagram,video,Technology,es,UK,2024-07-06 00:00:00,#music #news #viral,731075,146215,41851,77262,0.3629,0.931,0
SM_101675,X,carousel,Entertainment,en,India,2024-05-28 00:00:00,#trending #funny #music #news,1105200,184200,37388,29484,0.2272,0.59,0
SM_101676,Instagram,image,Entertainment,en,Pakistan,2024-01-29 00:00:00,#funny #news #music #tech #ai,269161,15833,46665,91039,0.5704,0.929,0
SM_101677,TikTok,text,Technology,en,UK,2024-07-23 00:00:00,#trending #news,982933,140419,23845,65150,0.2334,-0.8,0
SM_101678,TikTok,image,Lifestyle,ur,US,2024-12-01 00:00:00,#news #tech #fyp #ai,13847123,477487,25633,31363,0.0386,-0.479,1
SM_101679,Instagram,image,Politics,ur,Brazil,2024-02-04 00:00:00,#viral #fyp #ai #funny,4829130,268285,12678,61955,0.071,0.029,1
SM_101680,Instagram,image,Education,es,US,2024-10-17 00:00:00,#fyp #ai #trending #news #funny,7008608,438038,17553,15079,0.0672,-0.725,1
SM_101681,X,image,Technology,fr,US,2024-03-22 00:00:00,#tech #trending #fyp,2996708,115258,30342,1469,0.0491,-0.887,1
SM_101682,X,video,Lifestyle,hi,Brazil,2024-05-03 00:00:00,#news #tech #ai #viral #music,434130,72355,16368,28719,0.2705,-0.513,0
SM_101683,X,video,Technology,fr,US,2024-04-02 00:00:00,#viral #fyp,6536096,466864,18034,46661,0.0813,0.417,1
SM_101684,Instagram,carousel,Sports,hi,UK,2024-12-11 00:00:00,#tech #ai #fyp #funny,7627319,263011,3900,58027,0.0426,0.506,1
SM_101685,X,text,Sports,es,UK,2024-07-20 00:00:00,#music #trending #fyp,1457930,145793,11339,18175,0.1202,0.164,0
SM_101686,Instagram,carousel,Politics,ur,UK,2024-03-30 00:00:00,#fyp #viral #tech,8668622,298918,37265,42499,0.0437,0.632,1
SM_101687,X,image,Lifestyle,hi,Brazil,2024-07-26 00:00:00,#trending #tech #music #ai #viral,5454456,259736,17199,26812,0.0557,0.773,1
SM_101688,X,carousel,Sports,ur,Brazil,2024-09-30 00:00:00,#news #music #ai #trending #funny,2546588,231508,9704,76299,0.1247,0.82,1
SM_101689,X,carousel,Technology,ur,India,2024-03-26 00:00:00,#news #trending #fyp,2572608,107192,2152,98920,0.081,-0.967,1
SM_101690,Instagram,carousel,Technology,ur,UK,2024-07-04 00:00:00,#fyp #ai #viral,4230160,192280,40639,2014,0.0555,-0.309,1
SM_101691,X,carousel,Entertainment,en,UK,2024-08-18 00:00:00,#tech #news #trending,1406592,117216,37760,8734,0.1164,0.764,0
SM_101692,TikTok,text,Entertainment,en,Brazil,2024-06-02 00:00:00,#news #trending #viral #funny #tech,5148120,429010,40055,81172,0.1069,0.728,1
SM_101693,YouTube Shorts,image,Technology,ur,US,2024-04-03 00:00:00,#tech #news #trending,1829088,152424,39759,6863,0.1088,0.38,0
SM_101694,Instagram,video,Entertainment,en,UK,2024-10-12 00:00:00,#music #trending #ai,5958610,259070,40932,88091,0.0651,0.036,1
SM_101695,Instagram,carousel,Sports,ur,Brazil,2024-02-27 00:00:00,#fyp #music,941993,72461,43425,77991,0.2058,-0.709,0
SM_101696,YouTube Shorts,text,Technology,es,Pakistan,2024-09-01 00:00:00,#music #trending,4184480,209224,47063,74095,0.079,0.626,1
SM_101697,X,text,Technology,en,India,2024-07-20 00:00:00,#tech #news #fyp #funny #trending,2024037,224893,37392,21576,0.1402,-0.12,1
SM_101698,Instagram,video,Technology,es,US,2024-02-01 00:00:00,#music #trending #news #fyp,3630744,403416,7861,38170,0.1238,-0.483,1
SM_101699,Instagram,carousel,Sports,es,US,2024-02-19 00:00:00,#music #ai #trending,4398480,293232,44448,76449,0.0942,-0.104,1
SM_101700,TikTok,video,Entertainment,hi,UK,2024-07-24 00:00:00,#tech #trending #music #fyp,11515550,460622,12310,9970,0.0419,0.254,1
SM_101701,Instagram,text,Politics,hi,US,2024-04-18 00:00:00,#tech #trending #viral #funny #news,2146495,429299,44753,39463,0.2392,-0.04,1
SM_101702,YouTube Shorts,text,Entertainment,en,UK,2024-11-18 00:00:00,#fyp #trending,4129524,196644,49909,61314,0.0746,0.738,1
SM_101703,Instagram,carousel,Politics,hi,Pakistan,2024-09-26 00:00:00,#news #trending,4075596,145557,17066,65642,0.056,0.188,1
SM_101704,X,image,Politics,es,Pakistan,2024-01-09 00:00:00,#fyp #tech,7230276,267788,13280,63249,0.0476,-0.565,1
SM_101705,X,video,Politics,en,Pakistan,2024-12-15 00:00:00,#tech #music #ai #trending,10736882,412957,6218,80022,0.0465,0.905,1
SM_101706,Instagram,image,Entertainment,fr,Brazil,2024-01-07 00:00:00,#tech #news #funny,7446708,413706,9872,58467,0.0647,0.086,1
SM_101707,Instagram,video,Lifestyle,hi,US,2024-10-23 00:00:00,#funny #ai #news #trending #viral,7898778,464634,29804,16985,0.0647,-0.083,1
SM_101708,Instagram,video,Lifestyle,fr,US,2024-08-02 00:00:00,#ai #viral #music #funny #fyp,6302985,484845,1529,49403,0.085,-0.671,1
SM_101709,YouTube Shorts,image,Technology,en,UK,2024-06-16 00:00:00,#fyp #tech,2119518,353253,39837,45837,0.2071,0.421,1
SM_101710,YouTube Shorts,text,Entertainment,ur,US,2024-06-08 00:00:00,#music #viral,6037318,431237,4903,18563,0.0753,0.969,1
SM_101711,TikTok,video,Lifestyle,fr,Pakistan,2024-08-11 00:00:00,#ai #viral #funny #tech #music,2299101,109481,27387,15792,0.0664,0.43,1
SM_101712,TikTok,carousel,Lifestyle,ur,Pakistan,2024-02-13 00:00:00,#viral #fyp #music #ai #funny,3620088,150837,4715,65865,0.0612,0.924,1
SM_101713,YouTube Shorts,carousel,Lifestyle,fr,UK,2024-03-29 00:00:00,#music #fyp #ai #news,367920,45990,6799,32889,0.2329,0.554,0
SM_101714,YouTube Shorts,image,Education,fr,Pakistan,2024-12-19 00:00:00,#tech #fyp,7551060,343230,3680,83997,0.0571,-0.799,1
SM_101715,Instagram,image,Education,hi,India,2024-01-18 00:00:00,#trending #ai #funny,326480,11660,32468,31664,0.2321,-0.221,0
SM_101716,X,video,Technology,hi,US,2024-10-18 00:00:00,#fyp #funny #news #music #tech,5316606,295367,28815,9719,0.0628,0.691,1
SM_101717,X,video,Technology,es,US,2024-05-09 00:00:00,#fyp #news #funny,667786,47699,17402,45407,0.1655,0.85,0
SM_101718,Instagram,video,Politics,ur,US,2024-01-29 00:00:00,#trending #viral #funny,2397589,104243,13508,54944,0.072,-0.323,1
SM_101719,Instagram,image,Education,hi,Brazil,2024-10-17 00:00:00,#viral #trending #tech #fyp,1161270,50490,29510,59558,0.1202,-0.184,0
SM_101720,X,image,Education,es,Brazil,2024-03-24 00:00:00,#ai #news #fyp,3146240,157312,12036,80665,0.0795,-0.91,1
SM_101721,Instagram,text,Education,es,Brazil,2024-11-24 00:00:00,#news #viral #funny,6168942,474534,15198,28562,0.084,0.247,1
SM_101722,TikTok,text,Politics,es,India,2024-03-08 00:00:00,#trending #music #ai #fyp #funny,12217400,488696,29437,29505,0.0448,0.688,1
SM_101723,TikTok,video,Education,es,UK,2024-09-22 00:00:00,#fyp #trending #news #funny,691952,86494,3076,16940,0.1539,-0.839,0
SM_101724,X,video,Entertainment,ur,Pakistan,2024-06-07 00:00:00,#news #trending #tech #music,5518704,459892,2691,12667,0.0861,-0.317,1
SM_101725,Instagram,carousel,Sports,es,US,2024-03-04 00:00:00,#fyp #viral #music #tech,2309728,144358,16464,86247,0.107,-0.566,1
SM_101726,Instagram,video,Technology,hi,Pakistan,2024-11-25 00:00:00,#trending #fyp #news,1349145,149905,19162,35031,0.1513,-0.422,0
SM_101727,Instagram,image,Sports,en,Brazil,2024-06-19 00:00:00,#music #funny #viral,2877588,479598,5193,29681,0.1788,0.075,1
SM_101728,Instagram,text,Sports,ur,Brazil,2024-04-16 00:00:00,#ai #music,10757468,467716,36450,5797,0.0474,0.921,1
SM_101729,X,text,Lifestyle,hi,India,2024-12-24 00:00:00,#news #tech #trending,1672728,139394,24079,29826,0.1156,0.134,0
SM_101730,YouTube Shorts,carousel,Sports,hi,Brazil,2024-07-12 00:00:00,#viral #funny,1642128,68422,33643,25989,0.078,0.084,0
SM_101731,X,carousel,Education,es,US,2024-12-12 00:00:00,#music #viral #news #trending,3880320,388032,29720,23807,0.1138,0.335,1
SM_101732,YouTube Shorts,video,Politics,es,Pakistan,2024-07-14 00:00:00,#music #viral,4030680,403068,3462,42617,0.1114,-0.353,1
SM_101733,YouTube Shorts,text,Sports,ur,Pakistan,2024-04-09 00:00:00,#trending #viral,787158,87462,10981,99123,0.251,0.745,0
SM_101734,Instagram,image,Politics,hi,India,2024-04-16 00:00:00,#viral #ai #news #fyp #funny,9858579,339951,24116,33689,0.0403,0.925,1
SM_101735,TikTok,image,Technology,en,Brazil,2024-08-12 00:00:00,#tech #music,1415706,235951,28258,96517,0.2548,0.254,0
SM_101736,X,video,Entertainment,ur,Pakistan,2024-06-05 00:00:00,#fyp #ai #funny #news,2803424,107824,4797,55983,0.0601,0.636,1
SM_101737,Instagram,carousel,Technology,fr,Brazil,2024-07-30 00:00:00,#fyp #funny #tech #ai,2533464,281496,10712,34207,0.1288,-0.09,1
SM_101738,YouTube Shorts,carousel,Sports,en,India,2024-04-29 00:00:00,#tech #news,5448102,247641,48293,35032,0.0607,0.339,1
SM_101739,TikTok,carousel,Politics,fr,Brazil,2024-04-23 00:00:00,#ai #viral #trending #fyp,5398435,317555,46582,65868,0.0797,0.707,1
SM_101740,Instagram,text,Education,en,US,2024-02-16 00:00:00,#fyp #tech #trending #music,8963864,320138,22109,14592,0.0398,-0.842,1
SM_101741,X,carousel,Technology,en,UK,2024-09-28 00:00:00,#trending #news,10886986,494863,49805,88535,0.0582,0.246,1
SM_101742,Instagram,video,Technology,fr,UK,2024-08-31 00:00:00,#fyp #viral #trending #funny,9000186,473694,23524,17394,0.0572,-0.533,1
SM_101743,X,image,Education,ur,Pakistan,2024-11-16 00:00:00,#viral #music #funny #ai #trending,2328378,179106,40265,81104,0.129,0.526,1
SM_101744,TikTok,image,Lifestyle,hi,UK,2024-05-10 00:00:00,#ai #fyp #funny #trending #music,147015,13365,5429,20626,0.2681,-0.164,0
SM_101745,TikTok,text,Politics,hi,US,2024-01-01 00:00:00,#tech #news,6482720,324136,20544,56631,0.0619,-0.097,1
SM_101746,TikTok,video,Sports,hi,Brazil,2024-07-15 00:00:00,#viral #trending #music #fyp,4263925,170557,22049,77463,0.0633,-0.788,1
SM_101747,X,text,Politics,fr,India,2024-01-16 00:00:00,#ai #fyp,3904500,156180,48933,83097,0.0738,0.872,1
SM_101748,X,carousel,Entertainment,fr,India,2024-05-07 00:00:00,#music #trending #funny #news #tech,6970104,387228,27631,98257,0.0736,0.059,1
SM_101749,YouTube Shorts,carousel,Education,en,UK,2024-06-17 00:00:00,#funny #music,5454876,194817,7865,7527,0.0385,-0.056,1
SM_101750,TikTok,video,Lifestyle,es,Pakistan,2024-04-06 00:00:00,#ai #trending #fyp #tech #music,1678050,335610,14786,59118,0.244,0.664,0
SM_101751,YouTube Shorts,video,Entertainment,en,US,2024-02-11 00:00:00,#trending #funny #music #fyp,8669154,333429,9125,1952,0.0397,0.146,1
SM_101752,YouTube Shorts,image,Technology,es,UK,2024-09-27 00:00:00,#tech #ai #funny #music #news,6732488,240446,29002,41955,0.0463,-0.027,1
SM_101753,Instagram,carousel,Sports,fr,Brazil,2024-12-08 00:00:00,#trending #ai #news #funny,3679746,262839,29597,40644,0.0905,-0.522,1
SM_101754,X,carousel,Politics,en,India,2024-06-10 00:00:00,#music #funny #tech #fyp #news,5364320,268216,15887,66395,0.0653,-0.662,1
SM_101755,TikTok,carousel,Politics,es,US,2024-09-02 00:00:00,#music #trending #fyp,9157344,436064,37090,85375,0.061,-0.93,1
SM_101756,YouTube Shorts,image,Lifestyle,hi,India,2024-09-02 00:00:00,#ai #music #trending #viral,2157820,107891,24295,46074,0.0826,0.103,1
SM_101757,Instagram,text,Entertainment,es,India,2024-02-20 00:00:00,#music #fyp,12201175,488047,2855,28401,0.0426,0.931,1
SM_101758,YouTube Shorts,text,Education,ur,Brazil,2024-05-25 00:00:00,#tech #trending #news,1628315,125255,23540,75537,0.1378,-0.005,0
SM_101759,TikTok,carousel,Technology,fr,India,2024-11-15 00:00:00,#tech #music #ai #viral,7510350,300414,32413,99977,0.0576,-0.958,1
SM_101760,X,image,Education,ur,US,2024-11-24 00:00:00,#ai #funny #viral #news #fyp,5185378,471398,26584,71622,0.1098,-0.323,1
SM_101761,YouTube Shorts,image,Entertainment,fr,US,2024-07-04 00:00:00,#music #ai,1198500,70500,42089,99526,0.177,0.484,0
SM_101762,Instagram,video,Entertainment,en,UK,2024-12-28 00:00:00,#viral #trending #fyp #music #news,4114346,141874,41201,15386,0.0482,-0.604,1
SM_101763,YouTube Shorts,text,Technology,ur,India,2024-04-15 00:00:00,#fyp #trending #tech,1011388,36121,3787,88878,0.1273,-0.622,0
SM_101764,Instagram,image,Politics,ur,India,2024-07-17 00:00:00,#fyp #viral,5330304,253824,19054,42720,0.0592,0.038,1
SM_101765,Instagram,image,Lifestyle,ur,Brazil,2024-05-18 00:00:00,#music #trending #ai #tech #viral,2138515,125795,3518,13336,0.0667,0.167,1
SM_101766,YouTube Shorts,carousel,Sports,fr,US,2024-12-11 00:00:00,#ai #fyp #tech,1866192,77758,34845,31008,0.077,0.09,0
SM_101767,X,image,Entertainment,es,Brazil,2024-07-22 00:00:00,#news #fyp,4978545,382965,27689,26394,0.0878,0.318,1
SM_101768,YouTube Shorts,carousel,Entertainment,hi,Brazil,2024-06-22 00:00:00,#music #fyp #news #funny,12470926,479651,38732,9108,0.0423,0.344,1
SM_101769,TikTok,carousel,Education,en,India,2024-12-23 00:00:00,#funny #tech #fyp #viral #ai,1406250,93750,37794,52067,0.1306,0.999,0
SM_101770,TikTok,video,Politics,fr,US,2024-05-25 00:00:00,#viral #fyp #tech #funny #music,949264,118658,44532,9191,0.1816,0.455,0
SM_101771,X,carousel,Technology,en,US,2024-11-13 00:00:00,#fyp #tech #funny,2803050,186870,16784,93711,0.1061,-0.248,1
SM_101772,X,text,Entertainment,fr,Brazil,2024-09-19 00:00:00,#funny #news,5808928,363058,18038,85611,0.0803,-0.964,1
SM_101773,X,carousel,Sports,en,UK,2024-09-01 00:00:00,#news #funny #tech #fyp,3522508,160114,29064,57558,0.07,-0.776,1
SM_101774,Instagram,video,Technology,ur,US,2024-01-14 00:00:00,#ai #funny #tech #fyp,6392130,426142,30302,43891,0.0783,-0.057,1
SM_101775,X,text,Politics,en,Pakistan,2024-08-28 00:00:00,#ai #trending #fyp #news #music,1194795,79653,8319,93832,0.1522,0.566,0
